compound,normalized,n_sources,sources,l1000cds2_score,l1000cds2_n,enrichr_best_score,enrichr_n,clue_avg_norm_cs,clue_min_norm_cs,clue_max_fdr,clue_n,clue_n_sigs,clue_reversal,best_pval,moa,target,n_entries
193,193,1,Enrichr,,0,156.189537724504,8,,,0,0,0,False,0.008573749976833363,,,8
263,263,1,Enrichr,,0,36.27836514149772,29,,,0,0,0,False,0.008573749976833363,,,29
K44510578,k44510578,1,Enrichr,,0,36.27836514149772,6,,,0,0,0,False,0.008573749976833363,,,6
psh 024,psh024,1,Enrichr,,0,36.27836514149772,3,,,0,0,0,False,0.008573749976833363,,,3
olvanil,olvanil,1,Enrichr,,0,24.958198397698645,13,,,0,0,0,False,0.008637644115344994,,,13
b3063,b3063,1,Enrichr,,0,68.99384156820626,19,,,0,0,0,False,0.008637644115344994,,,19
K06009608,k06009608,1,Enrichr,,0,24.958198397698645,17,,,0,0,0,False,0.008637644115344994,,,17
pindolol,pindolol,1,Enrichr,,0,74.63985907553369,7,,,0,0,0,False,0.008787902649451692,,,7
quinine hemisulfate salt monohydrate,quininehemisulfatesaltmonohydrate,1,Enrichr,,0,74.63985907553369,20,,,0,0,0,False,0.008787902649451692,,,20
K92742972,k92742972,1,Enrichr,,0,74.63985907553369,2,,,0,0,0,False,0.008787902649451692,,,2
t5223000,t5223000,1,Enrichr,,0,83.1016220368009,5,,,0,0,0,False,0.008787902649451692,,,5
floxuridine,floxuridine,1,Enrichr,,0,74.63985907553369,22,,,0,0,0,False,0.008787902649451692,,,22
calpeptin,calpeptin,1,Enrichr,,0,74.63985907553369,18,,,0,0,0,False,0.008787902649451692,,,18
spironolactone,spironolactone,1,Enrichr,,0,74.63985907553369,10,,,0,0,0,False,0.008787902649451692,,,10
K31841256,k31841256,1,Enrichr,,0,74.63985907553369,13,,,0,0,0,False,0.008787902649451692,,,13
trimipramine maleate salt,trimipraminemaleatesalt,1,Enrichr,,0,74.63985907553369,13,,,0,0,0,False,0.008787902649451692,,,13
oxymetholone,oxymetholone,1,Enrichr,,0,74.63985907553369,5,,,0,0,0,False,0.008787902649451692,,,5
corticosterone,corticosterone,1,Enrichr,,0,74.63985907553369,6,,,0,0,0,False,0.008787902649451692,,,6
K22631935,k22631935,1,Enrichr,,0,74.63985907553369,12,,,0,0,0,False,0.008787902649451692,,,12
karakoline,karakoline,1,Enrichr,,0,74.63985907553369,6,,,0,0,0,False,0.008787902649451692,,,6
sulfacetamide sodic hydrate,sulfacetamidesodichydrate,1,Enrichr,,0,74.63985907553369,1,,,0,0,0,False,0.008787902649451692,,,1
benzyl,benzyl,1,Enrichr,,0,74.63985907553369,2,,,0,0,0,False,0.008787902649451692,,,2
K06817181,k06817181,1,Enrichr,,0,74.63985907553369,1,,,0,0,0,False,0.008787902649451692,,,1
U86222656,u86222656,1,Enrichr,,0,24.55042083515741,23,,,0,0,0,False,0.008918665888550326,,,23
A93393712,a93393712,1,Enrichr,,0,24.55042083515741,19,,,0,0,0,False,0.008918665888550326,,,19
cyproheptadine hydrochloride,cyproheptadinehydrochloride,1,Enrichr,,0,24.55042083515741,15,,,0,0,0,False,0.008918665888550326,,,15
estradiol,estradiol,1,Enrichr,,0,35.24084767508666,23,,,0,0,0,False,0.009001083384737315,,,23
91,91,1,Enrichr,,0,35.24084767508666,6,,,0,0,0,False,0.009001083384737315,,,6
darinaparsin,darinaparsin,1,Enrichr,,0,35.24084767508666,8,,,0,0,0,False,0.009001083384737315,,,8
K90864987,k90864987,1,Enrichr,,0,35.24084767508666,4,,,0,0,0,False,0.009001083384737315,,,4
apigenin triacetate,apigenintriacetate,1,Enrichr,,0,35.24084767508666,6,,,0,0,0,False,0.009001083384737315,,,6
K82971429,k82971429,1,Enrichr,,0,65.9085293542957,16,,,0,0,0,False,0.009001083384737315,,,16
toremifene,toremifene,1,Enrichr,,0,54.02023282333744,15,,,0,0,0,False,0.009001083384737315,,,15
avermectin b1a,avermectinb1a,1,Enrichr,,0,35.24084767508666,6,,,0,0,0,False,0.009001083384737315,,,6
K67519589,k67519589,1,Enrichr,,0,35.24084767508666,2,,,0,0,0,False,0.009001083384737315,,,2
K33680967,k33680967,1,Enrichr,,0,35.24084767508666,3,,,0,0,0,False,0.009001083384737315,,,3
antimycin a,antimycina,1,Enrichr,,0,35.24084767508666,4,,,0,0,0,False,0.009001083384737315,,,4
0390818.0001,03908180001,1,Enrichr,,0,35.24084767508666,4,,,0,0,0,False,0.009001083384737315,,,4
K88542532,k88542532,1,Enrichr,,0,35.24084767508666,1,,,0,0,0,False,0.009001083384737315,,,1
c1386,c1386,1,Enrichr,,0,24.15223747048471,8,,,0,0,0,False,0.009205595359172095,,,8
lumicolchicine gamma,lumicolchicinegamma,1,Enrichr,,0,24.15223747048471,6,,,0,0,0,False,0.009205595359172095,,,6
K96076993,k96076993,1,Enrichr,,0,59.60126813005706,29,,,0,0,0,False,0.009205595359172095,,,29
A51777634,a51777634,1,Enrichr,,0,38.87726922678089,32,,,0,0,0,False,0.009205595359172095,,,32
a13,a13,1,Enrichr,,0,156.189537724504,8,,,0,0,0,False,0.009205595359172095,,,8
K99633092,k99633092,1,Enrichr,,0,32.3866207064505,17,,,0,0,0,False,0.009434087082679425,,,17
tacrolimus,tacrolimus,1,Enrichr,,0,109.82967060963952,12,,,0,0,0,False,0.009440691841780053,,,12
flurandrenolide,flurandrenolide,1,Enrichr,,0,54.02023282333744,16,,,0,0,0,False,0.009440691841780053,,,16
clomid,clomid,1,Enrichr,,0,34.24811184824394,12,,,0,0,0,False,0.009440691841780053,,,12
methyl benzethonium chloride,methylbenzethoniumchloride,1,Enrichr,,0,34.24811184824394,10,,,0,0,0,False,0.009440691841780053,,,10
jlk 6,jlk6,1,Enrichr,,0,34.24811184824394,22,,,0,0,0,False,0.009440691841780053,,,22
budesonide,budesonide,1,Enrichr,,0,34.24811184824394,33,,,0,0,0,False,0.009440691841780053,,,33
aristolochic acid,aristolochicacid,1,Enrichr,,0,34.24811184824394,9,,,0,0,0,False,0.009440691841780053,,,9
s1352,s1352,1,Enrichr,,0,34.24811184824394,6,,,0,0,0,False,0.009440691841780053,,,6
K83509924,k83509924,1,Enrichr,,0,34.24811184824394,6,,,0,0,0,False,0.009440691841780053,,,6
loxapine succinate,loxapinesuccinate,1,Enrichr,,0,34.24811184824394,6,,,0,0,0,False,0.009440691841780053,,,6
U37049823,u37049823,1,Enrichr,,0,34.24811184824394,22,,,0,0,0,False,0.009440691841780053,,,22
cirazoline hydrochloride,cirazolinehydrochloride,1,Enrichr,,0,34.24811184824394,3,,,0,0,0,False,0.009440691841780053,,,3
tpl2,tpl2,1,Enrichr,,0,59.60126813005706,12,,,0,0,0,False,0.009498479839307064,,,12
benzylnaltrindole hydrochloride,benzylnaltrindolehydrochloride,1,Enrichr,,0,59.60126813005706,22,,,0,0,0,False,0.009498479839307064,,,22
g5797,g5797,1,Enrichr,,0,83.1016220368009,5,,,0,0,0,False,0.009498479839307064,,,5
"185,282",185282,1,Enrichr,,0,25.386364937864716,7,,,0,0,0,False,0.009498479839307064,,,7
fu jmbii227b,fujmbii227b,1,Enrichr,,0,68.99384156820626,10,,,0,0,0,False,0.009716646481874956,,,10
rjc 03547,rjc03547,1,Enrichr,,0,68.99384156820626,3,,,0,0,0,False,0.009716646481874956,,,3
cgp 53353,cgp53353,1,Enrichr,,0,68.99384156820626,8,,,0,0,0,False,0.009716646481874956,,,8
U74615290,u74615290,1,Enrichr,,0,68.99384156820626,15,,,0,0,0,False,0.009716646481874956,,,15
K95495709,k95495709,1,Enrichr,,0,68.99384156820626,4,,,0,0,0,False,0.009716646481874956,,,4
K68191783,k68191783,1,Enrichr,,0,68.99384156820626,9,,,0,0,0,False,0.009716646481874956,,,9
A59808129,a59808129,1,Enrichr,,0,68.99384156820626,3,,,0,0,0,False,0.009716646481874956,,,3
levofloxacin,levofloxacin,1,Enrichr,,0,68.99384156820626,3,,,0,0,0,False,0.009716646481874956,,,3
K94544211,k94544211,1,Enrichr,,0,68.99384156820626,14,,,0,0,0,False,0.009716646481874956,,,14
sch 442416,sch442416,1,Enrichr,,0,68.99384156820626,4,,,0,0,0,False,0.009716646481874956,,,4
K37372998,k37372998,1,Enrichr,,0,68.99384156820626,1,,,0,0,0,False,0.009716646481874956,,,1
K63923597,k63923597,1,Enrichr,,0,68.99384156820626,4,,,0,0,0,False,0.009716646481874956,,,4
gr 32191 hydrochloride,gr32191hydrochloride,1,Enrichr,,0,23.38344497924702,5,,,0,0,0,False,0.009797365907812099,,,5
13 hydrochloride,13hydrochloride,1,Enrichr,,0,23.38344497924702,7,,,0,0,0,False,0.009797365907812099,,,7
pd 00735,pd00735,1,Enrichr,,0,65.9085293542957,4,,,0,0,0,False,0.009892644421164507,,,4
K83670234,k83670234,1,Enrichr,,0,33.29751719214051,37,,,0,0,0,False,0.009892644421164507,,,37
6,6,1,Enrichr,,0,33.29751719214051,15,,,0,0,0,False,0.009892644421164507,,,15
K82580504,k82580504,1,Enrichr,,0,83.1016220368009,10,,,0,0,0,False,0.009892644421164507,,,10
K78559095,k78559095,1,Enrichr,,0,33.29751719214051,7,,,0,0,0,False,0.009892644421164507,,,7
K65342895,k65342895,1,Enrichr,,0,33.29751719214051,2,,,0,0,0,False,0.009892644421164507,,,2
